query_id,dataset,db_id,question,original_sql_query,modified_sql_query,query_issue
6451,train_spider,cre_Docs_and_Epenses,"Return the budget type codes, budget type descriptions and document ids for documents with expenses.","SELECT T2.budget_type_code ,  T2.budget_type_description ,  T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_budget_codes AS T2 ON T1.budget_type_code  =  T2.budget_type_code",,
6452,train_spider,cre_Docs_and_Epenses,Show ids for all documents with budget types described as 'Government'.,SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code  =  T2.Budget_Type_code WHERE T2.budget_type_Description  =  'Government',,
6453,train_spider,cre_Docs_and_Epenses,Give the ids for documents that have the budget description 'Government'.,SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code  =  T2.Budget_Type_code WHERE T2.budget_type_Description  =  'Government',,
6454,train_spider,cre_Docs_and_Epenses,Show budget type codes and the number of documents in each budget type.,"SELECT budget_type_code ,  count(*) FROM Documents_with_expenses GROUP BY budget_type_code",,
6455,train_spider,cre_Docs_and_Epenses,"What are the different budget type codes, and how many documents are there for each?","SELECT budget_type_code ,  count(*) FROM Documents_with_expenses GROUP BY budget_type_code",,
6456,train_spider,cre_Docs_and_Epenses,What is the budget type code with most number of documents.,SELECT budget_type_code FROM Documents_with_expenses GROUP BY budget_type_code ORDER BY count(*) DESC LIMIT 1,,
6457,train_spider,cre_Docs_and_Epenses,Give the budget type code that is most common among documents with expenses.,SELECT budget_type_code FROM Documents_with_expenses GROUP BY budget_type_code ORDER BY count(*) DESC LIMIT 1,,
6458,train_spider,cre_Docs_and_Epenses,What are the ids of documents which don't have expense budgets?,SELECT document_id FROM Documents EXCEPT SELECT document_id FROM Documents_with_expenses,SELECT Document_ID FROM Documents WHERE Document_id NOT IN (SELECT Document_ID FROM Documents_with_Expenses);,
6459,train_spider,cre_Docs_and_Epenses,Return the ids of documents that do not have expenses.,SELECT document_id FROM Documents EXCEPT SELECT document_id FROM Documents_with_expenses,SELECT Document_ID FROM Documents WHERE Document_id NOT IN (SELECT Document_ID FROM Documents_with_Expenses);,
6460,train_spider,cre_Docs_and_Epenses,Show ids for all documents in type CV without expense budgets.,SELECT document_id FROM Documents WHERE document_type_code  =  'CV' EXCEPT SELECT document_id FROM Documents_with_expenses,SELECT Document_ID FROM Documents WHERE Document_Type_Code = 'CV' AND Document_ID NOT IN (SELECT Document_ID FROM Documents_with_Expenses);,
6461,train_spider,cre_Docs_and_Epenses,What are the ids of documents with the type code CV that do not have expenses.,SELECT document_id FROM Documents WHERE document_type_code  =  'CV' EXCEPT SELECT document_id FROM Documents_with_expenses,SELECT Document_ID FROM Documents WHERE Document_Type_Code = 'CV' AND Document_ID NOT IN (SELECT Document_ID FROM Documents_with_Expenses);,
6462,train_spider,cre_Docs_and_Epenses,What are the ids of documents with letter 's' in the name with any expense budgets.,SELECT T1.document_id FROM Documents AS T1 JOIN Documents_with_expenses AS T2 ON T1.document_id  =  T2.document_id WHERE T1.document_name LIKE '%s%',,
6463,train_spider,cre_Docs_and_Epenses,Give the ids of documents that have expenses and contain the letter s in their names.,SELECT T1.document_id FROM Documents AS T1 JOIN Documents_with_expenses AS T2 ON T1.document_id  =  T2.document_id WHERE T1.document_name LIKE '%s%',,
6464,train_spider,cre_Docs_and_Epenses,How many documents do not have any expense?,SELECT count(*) FROM Documents WHERE document_id NOT IN ( SELECT document_id FROM Documents_with_expenses ),,
6465,train_spider,cre_Docs_and_Epenses,Count the number of documents that do not have expenses.,SELECT count(*) FROM Documents WHERE document_id NOT IN ( SELECT document_id FROM Documents_with_expenses ),,
6466,train_spider,cre_Docs_and_Epenses,What are the dates for the documents with both 'GV' type and 'SF' type expenses?,SELECT T1.document_date FROM Documents AS T1 JOIN Documents_with_Expenses AS T2 ON T1.document_id  =  T2.document_id WHERE T2.budget_type_code  =  'GV' INTERSECT SELECT T1.document_date FROM Documents AS T1 JOIN Documents_with_Expenses AS T2 ON T1.document_id  =  T2.document_id WHERE T2.budget_type_code  =  'SF',SELECT T1.Document_Date FROM Documents AS T1 JOIN Documents_with_Expenses AS T2 ON T1.Document_ID = T2.Document_ID WHERE T2.Budget_Type_Code = 'GV' AND T1.Document_Date IN ( SELECT T1.Document_Date FROM Documents AS T1 JOIN Documents_with_Expenses AS T2 ON T1.Document_ID = T2.Document_ID WHERE T2.Budget_Type_Code = 'SF' );,
6467,train_spider,cre_Docs_and_Epenses,Give the dates of creation for documents that have both budget type codes 'GV' and 'SF'.,SELECT T1.document_date FROM Documents AS T1 JOIN Documents_with_Expenses AS T2 ON T1.document_id  =  T2.document_id WHERE T2.budget_type_code  =  'GV' INTERSECT SELECT T1.document_date FROM Documents AS T1 JOIN Documents_with_Expenses AS T2 ON T1.document_id  =  T2.document_id WHERE T2.budget_type_code  =  'SF',SELECT T1.Document_Date FROM Documents AS T1 JOIN Documents_with_Expenses AS T2 ON T1.Document_ID = T2.Document_ID WHERE T2.Budget_Type_Code = 'GV' AND T1.Document_Date IN ( SELECT T1.Document_Date FROM Documents AS T1 JOIN Documents_with_Expenses AS T2 ON T1.Document_ID = T2.Document_ID WHERE T2.Budget_Type_Code = 'SF' );,
6468,train_spider,cre_Docs_and_Epenses,What are the account details with the largest value or with value having char '5' in it?,SELECT max(Account_details) FROM Accounts UNION SELECT Account_details FROM Accounts WHERE Account_details LIKE '%5%',,
6469,train_spider,cre_Docs_and_Epenses,"Return the account details with the greatest value, as well as those that include the character 5.",SELECT max(Account_details) FROM Accounts UNION SELECT Account_details FROM Accounts WHERE Account_details LIKE '%5%',,
6470,train_spider,scientist_1,Find the total number of scientists.,SELECT count(*) FROM scientists,,
6471,train_spider,scientist_1,How many scientists are there?,SELECT count(*) FROM scientists,,
6472,train_spider,scientist_1,Find the total hours of all projects.,SELECT sum(hours) FROM projects,,
6473,train_spider,scientist_1,What is the total number of hours for all projects?,SELECT sum(hours) FROM projects,,
6474,train_spider,scientist_1,How many different scientists are assigned to any project?,SELECT count(DISTINCT scientist) FROM assignedto,,
6475,train_spider,scientist_1,Count the number of different scientists assigned to any project.,SELECT count(DISTINCT scientist) FROM assignedto,,
6476,train_spider,scientist_1,Find the number of distinct projects.,SELECT count(DISTINCT name) FROM projects,,
6477,train_spider,scientist_1,How many different projects are there?,SELECT count(DISTINCT name) FROM projects,,
6478,train_spider,scientist_1,Find the average hours of all projects.,SELECT avg(hours) FROM projects,,
6479,train_spider,scientist_1,What is the average hours across all projects?,SELECT avg(hours) FROM projects,,
6480,train_spider,scientist_1,Find the name of project that continues for the longest time.,SELECT name FROM projects ORDER BY hours DESC LIMIT 1,,
6481,train_spider,scientist_1,What is the name of the project with the most hours?,SELECT name FROM projects ORDER BY hours DESC LIMIT 1,,
6482,train_spider,scientist_1,List the name of all projects that are operated longer than the average working hours of all projects.,SELECT name FROM projects WHERE hours  >  (SELECT avg(hours) FROM projects),,
6483,train_spider,scientist_1,What are the names of projects that have taken longer than the average number of hours for all projects?,SELECT name FROM projects WHERE hours  >  (SELECT avg(hours) FROM projects),,
6484,train_spider,scientist_1,Find the name and hours of project that has the most number of scientists.,"SELECT T1.name ,  T1.hours FROM projects AS T1 JOIN assignedto AS T2 ON T1.code  =  T2.project GROUP BY T2.project ORDER BY count(*) DESC LIMIT 1","SELECT T1.name, T1.hours FROM projects AS T1 JOIN assignedto AS T2 ON T1.code = T2.project GROUP BY T2.project, T1.name, T1.hours ORDER BY count(*) DESC LIMIT 1;",
6485,train_spider,scientist_1,What is the name and hours for the project which has the most scientists assigned to it?,"SELECT T1.name ,  T1.hours FROM projects AS T1 JOIN assignedto AS T2 ON T1.code  =  T2.project GROUP BY T2.project ORDER BY count(*) DESC LIMIT 1","SELECT T1.name, T1.hours FROM projects AS T1 JOIN assignedto AS T2 ON T1.code = T2.project GROUP BY T2.project, T1.name, T1.hours ORDER BY count(*) DESC LIMIT 1;",
6486,train_spider,scientist_1,Find the name of the project for which a scientist whose name contains ‘Smith’ is assigned to.,SELECT T2.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T3.name LIKE '%Smith%',,
6487,train_spider,scientist_1,What is the name of the project that has a scientist assigned to it whose name contains 'Smith'?,SELECT T2.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T3.name LIKE '%Smith%',,
6488,train_spider,scientist_1,Find the total hours of the projects that scientists named Michael Rogers or Carol Smith are assigned to.,SELECT sum(T2.hours) FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T3.name  =  'Michael Rogers' OR T3.name  =  'Carol Smith',,
6489,train_spider,scientist_1,What is the sum of hours for projects that scientists with the name Michael Rogers or Carol Smith are assigned to?,SELECT sum(T2.hours) FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T3.name  =  'Michael Rogers' OR T3.name  =  'Carol Smith',,
6490,train_spider,scientist_1,Find the name of projects that require between 100 and 300 hours of work.,SELECT name FROM projects WHERE hours BETWEEN 100 AND 300,,
6491,train_spider,scientist_1,What are the names of projects that require between 100 and 300 hours?,SELECT name FROM projects WHERE hours BETWEEN 100 AND 300,,
6492,train_spider,scientist_1,Find the name of the scientist who worked on both a project named 'Matter of Time' and a project named 'A Puzzling Parallax'.,SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T2.name  =  'Matter of Time' INTERSECT SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T2.name  =  'A Puzzling Parallax',SELECT T3.Name FROM AssignedTo AS T1 JOIN Projects AS T2 ON T1.Project = T2.Code JOIN Scientists AS T3 ON T1.Scientist = T3.SSN WHERE T2.Name = 'Matter of Time' AND T3.Name IN ( SELECT T3.Name FROM AssignedTo AS T1 JOIN Projects AS T2 ON T1.Project = T2.Code JOIN Scientists AS T3 ON T1.Scientist = T3.SSN WHERE T2.Name = 'A Puzzling Parallax' );,
6493,train_spider,scientist_1,What are the names of any scientists who worked on projects named 'Matter of Time' and 'A Puzzling Pattern'?,SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T2.name  =  'Matter of Time' INTERSECT SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T2.name  =  'A Puzzling Parallax',SELECT T3.Name FROM AssignedTo AS T1 JOIN Projects AS T2 ON T1.Project = T2.Code JOIN Scientists AS T3 ON T1.Scientist = T3.SSN WHERE T2.Name = 'Matter of Time' AND T3.Name IN ( SELECT T3.Name FROM AssignedTo AS T1 JOIN Projects AS T2 ON T1.Project = T2.Code JOIN Scientists AS T3 ON T1.Scientist = T3.SSN WHERE T2.Name = 'A Puzzling Parallax' );,
6494,train_spider,scientist_1,List the names of all scientists sorted in alphabetical order.,SELECT name FROM scientists ORDER BY name,,
6495,train_spider,scientist_1,What are the names of all the scientists in alphabetical order?,SELECT name FROM scientists ORDER BY name,,
6496,train_spider,scientist_1,Find the number of scientists involved for each project name.,"SELECT count(*) ,  T1.name FROM projects AS T1 JOIN assignedto AS T2 ON T1.code  =  T2.project GROUP BY T1.name",,
6497,train_spider,scientist_1,"What are the naems of all the projects, and how many scientists were assigned to each of them?","SELECT count(*) ,  T1.name FROM projects AS T1 JOIN assignedto AS T2 ON T1.code  =  T2.project GROUP BY T1.name",,
